"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,,Source Used for Orbital Data,Source,Source,Source,Source,Source,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 21A (W-6, Eutelsat W-3)",Eutelsat 21A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,48,"35,770","35,802",3.80E-04,0.07,1436.09,"2,490","1,380","5,800",4/12/1999,12 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 4,1999-018A,25673,"Broadcasting, telecommunications, direct-to-home tv, business services; 24 Ku-band transponders; Europe, Atlantic Islands, North Africa, Middle East, Central Asia.",,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.eutelsat.com/satellites/4_1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 25C (Eutelsat 70A, Eutelsat W-5) ",Eutelsat 25C,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,25.5,"35,780","35,790",1.19E-04,0.02,1436.04,"3,170","1,900","5,900",11/20/2002,12 yrs.,Alcatel Space Industries,France,Cape Canaveral,Atlas IIAS,2002-051A,27554,"Twenty-four transponders, Ku-band connectivity from western Europe through Middle East and Central and South Asia.",,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.eutelsat.com/satellites/4_1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 25B (Es’hail 1),Eutelsat 25B,Multinational,European Telecommunications Satellite Consortium (EUTELSAT)/Es'hailSat,Commercial,Communications,GEO,,25.5,"35,725","35,767",4.99E-04,0.08,1434.03,,,,8/29/2013,15 yrs.,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2013-044A,39233,"Partnership between Eutelsat and the Doha-based Es’hailSat, the Qatar Satellite Company - the first of a planned fleet for Qatar.",,ZARYA,http://www.prnewswire.com/news-releases/launch-success-for-eutelsat-25beshail-1-satellite-221732591.html,http://www.satellitetoday.com/publications/2013/08/30/arianespace-orbits-eutelsat-25beshail-1-and-gsat-7-successfully/,http://www.arianespace.com/news-mission-update/2013/1094.asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 28A (Eurobird 1, Eurosat 1)",Eutelsat 28A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,28.56,"35,788","35,794",7.12E-05,0.07,1436.1,"2,950","1,375","5,900",3/8/2001,12 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 5,2001-011A,26719,Twenty-four channels; Western and Central Europe as far west as Canary Islands.,,JM/12_08,,http://www.eutelsat.com/satellites/4_1.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 28B (Eutelsat 48B, Eutelsat W2M)",Eutelsat 28B,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,28.50,"35,764","35,808",5.22E-04,0.12,1436.08,"3,460","1,555","7,000",12/20/2008,15 yrs.,EADS Astrium,France,Guiana Space Center,Ariane 5,2008-065B,33460,30 Ku-band transponders.,,JM/12_08,http://www.cdi.org/friendlyversion/printversion.cfm?documentID=4478,http://www.tbs-satellite.com/tse/online/sat_eutelsat_w2m.html,http://en.wikipedia.org/wiki/Eutelsat_W2M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 33A (Eurobird 3, E-bird) ",Eutelsat 33A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,33.14,"35,781","35,790",1.07E-04,0.05,1436.06,"1,525","1,300","1,600",9/27/2003,10 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5,2003-043A,27948,20 Ku-band transponders; video and data transmission to Europe and Turkey.,,JM/12_08,http://nssdc.gsfc.nasa.gov/spacewarn/spx600.html,http://www.eutelsat.com/satellites/4_1.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 36A (Eutelsat W-4) ,Eutelsat 36A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,36.09,"35,766","35,806",4.74E-04,0.07,1436.08,"3,190","1,380","6,000",5/24/2000,12 yrs.,Alcatel Space Industries,France,Cape Canaveral,Atlas 3A,2000-028A,26369,"Thirty-one operational channels, Western Russia,  majoritiy of central and southern Afirca.",,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.eutelsat.com/satellites/4_1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 36B (Eutelsat W-7),Eutelsat 36B,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,36,"35,786","35,787",1.19E-05,0.07,1436.09,"5,600",,"13,200",11/24/2009,15 yrs.,Thales Alenia Space,France,Baikonur Cosmodrome,Breeze M,2009-065A,36101,"70 Ku-band transponders; serving Europe, Russia, Africa, Middle East and Central Asia.",,SC - ASCR,http://www.eutelsat.com/news/compress/en/2009/html/PR-6309-W7/PR-6309-W7.html,http://www.lib.cas.cz/space.40/2009/065A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 3A (Sinosat-5C, Sinosat-3, Xinnuo 3, Chinasat-5C, XN-3)",Eutelsat 3A,Multinational,Eutelsat (leased from Chinasat),Commercial,Communications,GEO,,1.6,"35,778","35,793",1.78E-04,0.01,1436.08,"2,200",,,5/31/2007,8 yrs.,Chinese Academy of Space Technology (CAST),China (PR),Xichang Satellite Launch Center,Long March 3A,2007-021A,31577,10 C-band transponders; voice and video links to Eastern Asia. In May 2011 Eutelsat leased the satellite to use as a orbital slot holder at 1.6 degrees East.,,JM/12_08,http://nssdc.gsfc.nasa.gov/spacewarn/spx643.html,http://www.sinosatcom.com/english/Satellite%20Systems2.htm,http://www.planet4589.org/space/jsr/latest.html,http://www.china.org.cn/english/China/212553.htm,http://www.spacenews.com/satellite_telecom/110513-eutelsat-leases-sat-protect-slot.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 3C (Hot Bird 10, Atlantic Bird 4A)",Eutelsat 3C,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,-0.07,"35,766","35,806",4.74E-04,0.06,1436.07,"4,892","2,240","11,000",2/11/2009,15 yrs.,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008B,33750,64 Ku-band transponders.,,SC - ASCR,http://www.atrexx.com/index.cfm?fuseaction=news&newsid=1401,http://nssdc.gsfc.nasa.gov/spacewarn/spx664.html,,http://www.lib.cas.cz/space.40/2009/008B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 3D ,Eutelsat 3D,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,3,"35,784","35,794",1.19E-04,0.03,1436.21,"5,404",,,5/14/2013,15 yrs.,Thales Alenia Space,France,Baikonur Cosmodrome,Proton M,2013-022A,39163,53 Ku-band and three Ka-band transponders.,,ZARYA,http://www.eutelsat.com/en/satellites/the-fleet/EUTELSAT-3D.html,http://www.zarya.info/Diaries/Launches/Launches.php?year=2013,http://www.ilslaunch.com/mission-control/mission-eutelsat-3d,http://www.space.com/21164-russian-rocket-telecom-satellite-launch.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 48A (Eutelsat W-48, Eurobird 9, Hot Bird 2, Eutelsat 2-F8, Eutelsat HB2)",Eutelsat 48A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,9.08,"35,757","35,815",6.88E-04,0.08,1436.07,"2,915","1,700",,11/21/1996,14 yrs.,Matra Marconi Space (Astrium),France/UK/Germany,Cape Canaveral,Delta 2,1996-067A,24665,"Full coverage of Europe, Middle East, parts of Africa and Asia; 20 active channels. Extremely inclined.",,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.eutelsat.com/satellites/4_1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 48B (Eutelsat 21B, Eutelsat W-6A)",Eutelsat 48B,Multinational,European Telecommunications Satellite Cosorrtium (EUTELSAT),Commercial,Communications,GEO,,48,"35,777","35,797",2.37E-04,0.09,1436.12,"5,102","2,060",,11/10/2012,15 yrs.,Thales Alenia Space,Italy,Guiana Space Center,Ariane 5 ECA,2012-062B,38992,"Increased capacity for data, video and government services.",,SC - ASCR,http://www.space-travel.com/reports/Ariane_5_orbits_Eutelsat_21B_and_Star_One_C3_satellites_999.html,http://space50.kosmo.cz/s40/2012/I062B.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 4B (Eurobird 2, Arabsat 2D, Hot Bird 5)",Eutelsat 4B,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,4,"35,771","35,799",3.32E-04,0.06,1436.05,"2,995","1,700","5,500",9/10/1998,12 yrs.,Matra Marconi Space (Astrium),France/UK,Cape Canaveral,Atlas 2A,1998-057A,25495,"Business services, satellite news gathering and television and radio programme distribution.",,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.eutelsat.com/satellites/4_1.html,http://www.selkirkshire.demon.co.uk/analoguesat/comparison20.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 5 West A (Atlantic Bird 3, Stellat 5)",Eutelsat 5 West A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,-4.93,"35,769","35,805",4.27E-04,0.04,1436.08,"4,050","1,805","11,000",7/5/2002,15 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 5,2002-035A,27460,"45 transponders; Ku and C-band frequencies, Americas, Europe and Africa.",,JM/12_08,www.eutelsat.com,www.lyngsat.com/tracker/ab3.shtml,http://www.eutelsat.com/satellites/4_1.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.arianespace.com/site/news/espace/e.space176.fr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 7 West A (Atlantic Bird 7),Eutelsat 7 West A,Multinational,European Telecommunications Satellite Consoritum (EUTELSAT)/Nilesat,Commercial,Communications,GEO,,-7,"35,774","35,799",2.97E-04,0.06,1436.09,"4,600",,"12,000",9/24/2011,15 yrs.,Astrium,France,Sea Launch (Odyssey),Zenit 3SL,2011-051A,37816,Replaces Atlantic Bird 4A at 7 West.,,JM/1_12,http://www.eutelsat.com/satellites/7w-ab7.html,http://www.astrium.eads.net/en/programme/atlantic-bird-7.html,,http://www.lib.cas.cz/space.40//2011/051A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 70B (Eutelsat W5A),Eutelsat 70B,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,70,"35,780","35,800",2.37E-04,0.06,1436.28,"5,250",,,12/3/2012,15 yrs.,EADS Astrium,France,Sea Launch (Odyssey),Zenit 3SL,2012-069A,39020,Replaced Eutelsat 70A.,,SC - ASCR,http://www.eutelsat.com/en/satellites/the-fleet/EUTELSAT-48C.html,http://spaceref.biz/2012/12/eutelsat-70b-launched-by-sea-launch.html,http://space50.kosmo.cz/s40/2012/I069A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 7A (Eutelsat W3A) ,Eutelsat 7A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,7.06,"35,769","35,802",3.91E-04,0.06,1436.07,"4,300","2,000",,3/15/2004,15 yrs.,Astrium,France,Baikonur Cosmodrome,Proton M,2004-008A,28187,58 Ku-band transponders; covers whole of sub-Saharan Africa and provides connectivity to Europe and Middle East.,,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.eutelsat.com/satellites/4_1.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx605.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat 8 West A (Atlantic Bird 2) ,Eutelsat 8 West A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,-8.09,"35,766","35,806",4.74E-04,0.06,1436.1,"3,150","1,368","7,400",9/25/2001,15 yrs.,Alcatel Space Industries,France,Guiana Space Center,Ariane 4,2001-042A,26927,European and American coverage.,,JM/12_08,www.eutelsat.com,www.space.com/missionlaunches/ariane_launch_010925.html,http://www.eutelsat.com/satellites/4_1.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eutelsat 9A (Eurobird 9A, Hot Bird 7A)",Eutelsat 9A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,-30.01,"35,775","35,799",2.85E-04,0.07,1436.1,"4,100","1,740","10,000",3/11/2006,15 yrs.,Alcatel Alenia Space,France,Guiana Space Center,Ariane 5,2006-007A,28945,38 Ku-band transponders.,,JM/12_08,http://www.lib.cas.cz/knav/space.40/2006/I007B.HTM,http://www.selkirkshire.demon.co.uk/analoguesat/hotbird7A.html,http://www.digitalsat.co.uk/hotbird7afootprint.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat Hot Bird 13A (Hot Bird 6),Eutelsat Hot Bird 13A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,13.06,"35,756","35,815",7.00E-04,0.09,1436.06,"3,800","1,900","9,000",8/28/2002,12 yrs.,Alcatel Space Industries,France,Cape Canaveral,Atlas 5,2002-038A,27499,"Cable programming; direct-to-home broadcasting; 28 Ku-band, 4 Ka-band transponders",,JM/12_08,http://nssdc.gsfc.nasa.gov/database/MasterCatalog?sc=2002-038A,www.eutelsat.com,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat Hot Bird 13B (Hot Bird 8),Eutelsat Hot Bird 13B,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,13.08,"35,759","35,812",6.29E-04,0.02,1436.06,"4,900",,"14,000",8/4/2006,15 yrs.,EADS Space,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton/Breeze M,2006-032A,29270,64 Ku-band transponders.,,JM/12_08,http://www.eutelsat.com/news/compress/en/2006/pdf/PR3506HB8.pdf,http://www.eutelsat.com/satellites/3_1.html,http://www.lib.cas.cz/www/space.40/2006/032A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat Hot Bird 13C (Hot Bird 9),Eutelsat Hot Bird 13C,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,0.99,"35,786","35,787",1.19E-05,0.06,1436.09,"4,880","2,338","14,500",12/20/2008,15 yrs.,EADS Astrium,France,Guiana Space Center,Ariane 5,2008-065A,33459,64 Ku-band transponders.,,JM/12_08,http://www.eutelsat.com/news/compress/en/2008/pdf/PR%204508%20HB9%20-%20W2M%20launch.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eutelsat KA-SAT 9A (KA-SAT),Eutelsat KA-SAT 9A,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,GEO,,9,"35,714","35,856",1.68E-03,0.13,1436.01,"6,150","3,200","11,000",12/26/2010,15 yrs.,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton,2010-069A,37258,First satellite with exclusively Ka-band communications payload.,,SC - ASCR,http://www.eutelsat.com/satellites/9e_ka-sat.html,http://www.broadbandtvnews.com/2010/12/27/ils-successfully-puts-eutelsat%E2%80%99s-ka-sat-in-orbit/,http://www.lib.cas.cz/space.40/2010/069A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exactView 1,exactView 1,Canada,exactEarth,Commercial,Maritime Tracking,LEO,Sun-Synchronous,0,806,821,1.04E-03,99,101.2,100,,,7/22/2012,,Surrey Satellite Technologies Ltd.,United Kingdom,Baikonur Cosmodrome,Soyuz-Fregat,2012-039C,38709,"Automatic Identification System (AIS) satellite; real-time data on the locations, speeds and routes of vessels throughout the world’s oceans.",,www.satellitedebris.net 12/12,http://www.sstl.co.uk/news-and-events?story=2046,http://www10.giscafe.com/nbc/articles/1/1107193/exactEarth-announces-successful-launch-EV-1-satellite-with-Advanced-AIS-detection-payload,http://www.dailywireless.org/2012/07/25/exactearth-launches-ais-satellite/,http://www.zarya.info/Diaries/Launches/Launches.php?year=2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Express AM22 (Sesat 2),Express AM-22,Russia/Multinational,Russian Satellite Communications Company (Intersputnik)/EUTELSAT,Commercial,Communications,GEO,,53.04,"35,781","35,790",1.07E-04,0.02,1436.06,"2,600",,"6,000",12/28/2003,12 yrs.,NPO-PM/Alcatel,Russia/France,Baikonur Cosmodrome,Proton K,2003-060A,28134,"12 of the 24 transponders are referred to as SESAT-2 (EUTELSAT); 26 C-band, 4 Ku-band.",,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx602.html,http://www.rscc.ru/en/news/news/2003.12.29.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Express-2A (Ekspress A No. 2),Express-2A,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,GEO,,102.8,"35,783","35,790",8.30E-05,2.75,1436.11,"2,600",,"2,500",3/12/2000,10 yrs.,NPO-PM/Alcatel,Russia,Baikonur Cosmodrome,Proton K,2000-013A,26098,"12 C-band, 5 Ku-band; television, telecommunications, dedicated networks.",,JM/12_08,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://nssdc.gsfc.nasa/gov/spacewarn/spx557.html,http://www.intersputnik.com/exprssa.shtml#6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Express-A1R (Express 4A, Ekspress-A No. 4)",Express-A1R,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,GEO,,13.97,"35,774","35,798",2.85E-04,0.02,1436.1,"2,600",,"6,000",6/10/2002,7-10 yrs.,NPO-PM/Alcatel,Russia,Baikonur Cosmodrome,Proton K,2002-029A,27441,"10 C-band transponders; data transmission, TV and radio broadcasting; communications, Internet, video-conference, others; digital format to Russia and neighboring countries.",,JM/12_08,http://nssdc.gsfc.nasa.gov/spacewarn/spx584.html,http://www.intersputnik.com/express.shtml,http://www.rscc.ru/eng/sat.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Express-AM1 ,Express-AM1,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,GEO,,40.04,"35,782","35,790",9.49E-05,0.05,1436.08,"2,600",,"6,000",10/29/2004,12 yrs.,NPO-PM/NEC-Toshiba,Russia/Japan,Baikonur Cosmodrome,Proton M,2004-043A,28463,"9 C-band, 18 Ku-band; 1 L band for broadband and internet links and telephone to  Russia and its neighbors.",,JM/12_08,http://www.spacenewsfeed.co.uk/2004/31October2004_22.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx612.html,http://www.rscc.ru/en/satellite/models/model04.html,http://perso.wanadoo.fr/eurospace/espdatabase/index.html,http://www.lib.cas.cz/www/space.40/2004/043A.HTM,http://www.heavens-above.com/orbitdisplay.asp?satid=28463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Express-AM2,Express-AM2,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,GEO,,80.03,"35,785","35,788",3.56E-05,0.04,1436.1,"2,542",,"6,000",3/29/2005,12 yrs.,NPO-PM/Alcatel,Russia/France,Baikonur Cosmodrome,Proton K,2005-010A,28629,"16 C-band, 12 Ku-band; 1 L-band.",,JM/12_08,http://www.rscc.ru/en/satellite/zones/index.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx617.html,http://www.lib.cas.cz/www/space.40/2005/010A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Express-AM3,Express-AM3,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,GEO,,140.17,"35,777","35,795",2.13E-04,0.09,1436.1,"2,600",,"4,200",6/24/2005,12 yrs.,NPO-PM/Alcatel,Russia/France,Baikonur Cosmodrome,Proton K,2005-023A,28707,"16 C-band, 12 Ku-band; 1 L-band; video and radio transmissions to all of Russia.",,JM/12_08,http://www.rscc.ru/en/satellite/zones/index.html,http://nssdc.gsfc.nasa/gov/spacewarn/spx620/html,http://www.lib.cas.cz/www/space.40/2005/I023A.HTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Express-AM33,Express-AM33,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,GEO,,96.53,"35,782","35,791",1.07E-04,0.05,1436.1,"2,600",,,1/28/2008,12 yrs.,NPO-PM/Thales Alenia Space,Russia/France,Baikonur Cosmodrome,Proton M,2008-003A,32478,"10 C-band, 16 Ku-band; 1 L-band; Russian Federation and Asian Pacific region.",,JM/12_08,http://www.rscc.ru/en/news/news/2008.01.28.html,http://www.lib.cas.cz/space.40/2008/003A.HTM,http://nssdc.gsfc.nasa/gov/spacewarn/spx651.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Express-AM44,Express-AM44,Russia,Russian Satellite Communications Company (Intersputnik),Commercial,Communications,GEO,,-11,"35,987","35,995",9.44E-05,0.11,1446.57,"2,532",,,2/11/2009,12 yrs.,NPO-PM/Thales Alenia Space,Russia/France,Baikonur Cosmodrome,Proton M,2009-007A,33595,"16 Ku-band; 10 C-band, 1 L-band transponder.",,SC - ASCR,http://www.space.com/missionlaunches/sfn-090210-proton-satellite-launch.html,http://nssdc.gsfc.nasa.gov/spacewarn/spx664.html,http://www.space.com/missionlaunches/sfn-090210-proton-satellite-launch.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
